csv_file,keywords
iir-12.1.1.csv,"['Language Models', 'Language Model', 'Information Retrieval', 'Queries', 'Query', 'Relevant Document', 'Language Modeling Approach', 'Ir', 'Document', 'Document Ranking', 'Probabilistic Approach', 'Probabilistic Language Model', 'Query Likelihood Model', 'Generative Model', 'Language Theory', 'Finite Automaton', 'Probabilistic Finite Automaton', 'Probability Distribution', 'Document Model', 'Language Of The Automaton', 'Likelihood Ratio', 'Relevance', 'Finite Automata', 'Terms', 'String', 'Term Emission Probabilities']"
iir-4.6.csv,"['Nonpositional Indexes', 'Nonpositional Index', 'Termid', 'Docid', 'Docids', 'Indexes', 'Index', 'Ranked Retrieval Systems', 'Ranked Retrieval', 'Postings', 'Docid-Sorted Index', 'Documents', 'Document', 'Postings Lists', 'Postings List', 'Impact-Sorted Index', 'Inverted Index', 'Security', 'Access Control Lists', 'Acls', 'Acl', 'User-Document Matrix', 'Inverted Acl Index', 'Query Time', 'Positional Index', 'Positional Indexes', 'Tokens', 'Algorithms', 'Query Processing', 'Retrieval System', 'Retrieval Systems', 'User Authorization', 'Information Retrieval System', 'Access Permissions', 'Incremental Indexing', 'User Membership', 'Query', ""User'S Access List"", 'File System', 'Retrieval', 'Terms']"
iir-6.csv,"['Scoring', 'Term Weighting', 'Vector Space Model', 'Indexes', 'Index', 'Boolean Queries', 'Document', 'Documents', 'Query', 'Document Collections', 'Search Engine', 'Vector Space Scoring', 'Query Terms', 'Free Text Queries', 'Terms', 'Term', 'Metadata', 'Term-Weighting']"
iir-14.2.csv,"['Rocchio Classification', 'Decision Boundaries', 'Decision Boundary', 'Document', 'Documents', 'Vector Space Classification', 'Algorithms', 'Classification Accuracy', 'Centroids', 'Centroid', 'Normalized Vector', 'M-Dimensional Space', 'Normal Vector', 'Rocchio Algorithm', 'Pseudocode', 'Euclidean Distance', 'Cosine Similarity', 'K-Means Clustering', 'Rocchio Relevance Feedback', 'Relevant Documents', 'Rocchio Vector', 'Relevance Feedback', 'Rocchio Formula', 'Text Classification', 'Prototype', 'Multimodal Class', 'Two-Class Classification', 'Training Time', 'Naive Bayes', 'Knn', 'Vector Space Classification', 'Hyperplane', 'Hyperplanes', 'Hyperplane', 'Hyperplanes', 'Classification', 'Multimodality', 'False Positives', 'Class', 'Rocchio Classification Centroid', '2-Dimensional Planes', 'Class Regions', 'Query', 'Rocchio', 'Two-Class Classifiers', 'Time Complexity', 'Collection']"
iir-8.1.csv,"['Document Collection', 'Information Needs', 'Information Need', 'Queries', 'Query', 'Query-Document Pair', 'Relevance', 'Document', 'Documents', 'Binary Classification', 'Gold Standard', 'Ground Truth', 'Development Test Collections', 'Development Test Collection', 'Test Collection', 'Web Search Engine', 'Binary Relevance Judgments', 'Collection', 'Information Retrieval System Evaluation', 'Ad Hoc Information Retrieval Effectiveness', 'Test Document Collection']"
iir-8.7.csv,"['Documents', 'Document', 'Query', 'Snippet', 'Snippets', 'Relevance', 'Static Summary', 'Dynamic Summary', 'Dynamic Summaries', 'Metadata', 'Html Page', 'Text Summarization', 'Document Frequency', 'Collection', 'Nlp Approaches', 'Query Terms', 'Keyword-In-Context', 'Nlp Techniques', 'Ir Systems', 'Ir System', 'Ir System Design', 'Kwic', 'Terms', 'Index', 'Indexer', 'Ranking', 'Zones', 'Zone', 'Keyword-In-Context Snippets', 'Scoring', 'Positional Index', 'Caching', 'Cache', 'Crawler', 'Results Snippets', 'Information Need', 'Natural Language Processing', 'Query-Independent Information Value', 'Static Summarization', 'Search Engine', 'Disk Drives', 'Information Security', 'Kwic Snippet', 'Document Summary']"
iir-16.4.1.csv,"['Cluster Cardinality', 'K-Means', 'Rss', 'Distortion', 'Model Complexity', 'Clustering', 'Clusterings', 'Clusters', 'Akaike Information Criterion', 'Aic', 'Negative Maximum Log-Likelihood', 'Vector Space', 'Text Clustering', 'Information Retrieval', 'Heuristic Method', 'Documents', 'Hard Assignment', 'Covariance Matrices', 'Data Sets', 'Cluster Cardinality In K-Means', 'Flat Clustering Algorithms', 'Objective Function', 'Centroids', 'Gaussian Mixture']"
iir-13.2.csv,"['Multinomial Naive Bayes', 'Multinomial Nb Model', 'Probabilistic Learning Method', 'Term', 'Terms', 'Document', 'Documents', 'Class', 'Prior Probability', 'Tokens', 'Vocabulary', 'Classification', 'Stop Words', 'Text Classification', 'Nb Classification', 'Maximum A Posteriori Class', 'Training Set', 'Maximum Likelihood Estimate', 'Training Data', 'Conditional Probability', 'Conditional Probabilities', 'Conditional Probability', 'Conditional Probabilities', 'Positional Independence Assumption', 'Mle Estimate', 'Sparseness', 'Laplace Smoothing', 'Add-One Smoothing', 'Uniform Prior', 'Nb', 'Time Complexity', 'Training Collection', 'Test Document', 'Test Documents', 'Text Classification Method', 'Multinomial Unigram Language Model', 'Language Modeling', 'Naive Bayes Text Classification', 'Maximum A Posteriori', 'Term Weights', 'Supervised Learning Method', 'Multinomial Naive Bayes Model', 'Training Documents', 'Nb Classifier', 'Query', 'Add-1/2 Smoothing']"
iir-12.1.2.csv,"['Language Models', 'Language Model', 'Chain Rule', 'Unigram Language Model', 'Unigram Language Models', 'Bigram Language Models', 'Grammar-Based Language Models', 'Speech  Recognition', 'Spelling Correction', 'Machine Translation', 'Ir', 'Unigram Models', 'Ir Language Models', 'Document', 'Training Data', 'Bias-Variance Tradeoff', 'Higher-Order Models', 'Terms', 'Term', 'Probabilistic Context-Free Grammars', 'Data Sparseness', 'Proximity Queries', 'Model Of Van Rijsbergen']"
iir-8.3.csv,"['Unranked Retrieval Sets', 'Information Retrieval Effectiveness', 'Precision', 'Recall', 'Ir System', 'Document', 'Documents', 'Query', 'Queries', 'Accuracy', 'Classifications', 'Information Retrieval System', 'Two-Class Classifier', 'Machine Learning Classification Problems', 'Information Retrieval Problems', 'True Positives', 'False Positive', 'False Positives', 'Hard Disks', 'F Measure', 'Arithmetic Mean', 'Geometric Mean', 'Ranked Retrieval', 'Balanced F Measure']"
iir-13.5.csv,"['Feature Selection', 'Terms', 'Term', 'Training Set', 'Text Classification', 'Nb', 'Classification Accuracy', 'Noise Features', 'Noise Feature', 'Documents', 'Document', 'Documents', 'Document', 'Overfitting', 'Statistical Text Classification', 'Bias-Variance Tradeoff', 'Feature Selection Algorithm', 'Vocabulary', 'Classification', 'Nb Models', 'Bernoulli Model', 'Bernoulli Nb Classifier', 'Two-Class Classification', 'Mutual Information', 'Mi', 'Mles', 'Mle', 'Reuters-Rcv1', 'Mi Feature Selection', 'Parameter Estimation', 'Statistical Significance', 'Yates Correction', 'Statistical Dependence Of Variables', 'Statistical Independence Of Variables', 'Frequency-Based Feature Selection', 'Multinomial Model', 'Suboptimal Accuracy', 'Classifiers', 'Classifier', 'Feature Selection Statistics', 'Text Classification Problems', 'Greedy Feature Selection', 'Text Clasification', 'Document Frequency', 'Accuracy', 'Learning Method', 'Class', 'Classification Decision', 'Collection', 'F1', 'Effectiveness', 'Χ2 Feature Selection', 'Independence', 'Observed Frequency', 'Expected Frequency', 'Degree Of Freedom', 'Collection Frequency', 'Feature', 'Features', 'Feature Selection Methods', 'Confidence', 'Significance', 'Greedy Methods', 'Non-Greedy Methods']"
iir-15.csv,"['Support Vector Machines', 'Machine Learning', 'Classifier Effectiveness', 'Classifiers', 'Boosted Decision Trees', 'Regularized Logistic Regression', 'Neural Networks', 'Random Forests', 'Information Retrieval Problems', 'Text Classification', 'Vector Space Based Machine Learning Method', 'Decision Boundary', 'Training Data', 'Svms', 'Svm', 'Non-Separable Data', 'Multi-Class Problems', 'Domain-Specific Text Features', 'Machine Learning Technology', 'Ad Hoc Retrieval', 'Machine Learning Methods', 'Large-Margin Classifier', 'Vector Space', 'Two-Class Data Sets', 'Linear Classifier', 'Documents', 'Classes', 'Outliers', 'Noise', 'Non-Linear Models', 'Text Classifiers']"
iir-14.5.csv,"['Two-Class Linear Classifiers', 'Classes', 'Class', 'Multivalue Classification', 'Document', 'Documents', 'Classification Problem', 'Linear Classifiers', 'Classifier', 'Classifiers', 'Training Set', 'Test Document', 'One-Of Classification', 'Single-Label Classification', 'Classification Function', 'Knn', '(Nonlinear) One-Of Classifier', 'One-Of Problems', 'Text Classification', 'Classifierâ\x80\x99S Effectiveness', 'Two-Class Linear Classifiers', 'Confusion Matrix', 'Classification', 'Algorithm', 'Accuracy', 'Any-Of Classification', 'Multilabel Classification', 'Multinomial Classification', 'Polytomous Classification', 'Multiclass Classification', 'Any-Of Problems', 'Topics', 'One-Of Assumption', 'Any-Of Classifiers', 'Hyperplanes', 'Linear Separators', 'Confidence']"
iir-16.1.csv,"['Information Retrieval', 'Cluster Hypothesis', 'Documents', 'Document', 'Relevance', 'Information Needs', 'Cluster', 'Clusters', 'Clustering', 'Collection', 'Information Retrieval System', 'Search Result Clustering', 'Query', 'Term', 'Terms', 'Scatter-Gather', 'Hierarchical Tree', 'Keyword Searching', 'Static Hierarchical Clustering', 'User-Mediated Iterative Clustering', 'Inverted Index', 'Language Modeling', 'Language Modeling Approach', 'Ir', 'Latent Semantic Indexing', 'Search Engine', 'User Interface', 'Clustering In Information Retrieval', 'Contiguity Hypothesis', 'Effectiveness Of The Search System', 'Efficiency Of The Search System', 'Search Term', 'Open Directory', 'Cluster-Based Navigation', 'Recall', 'Sparse Data Problems', 'Vector Space Model', 'Nearest Neighbors', 'Nearest-Neighbor Search']"
iir-8.4.csv,"['Ranked Retrieval Results', 'Precision', 'Recall', 'F Measure', 'Documents', 'Document', 'Search Engines', 'Retrieved Documents', 'Top K Retrieved Documents', 'Precision-Recall Curve', 'Precision-Recall Curves', 'Interpolated Precision', '11-Point Interpolated Average Precision', 'Information Need', 'Information Needs', 'Trec', 'Mean Average Precision', 'Map', 'Average Precision', 'Relevant Documents', 'Relevant Document', 'Test Collection', 'Arithmetic Mean', 'Queries', 'Query', 'Precision At K', 'R-Precision', 'Top Rel Documents', 'Break-Even Point', 'F-Measure', 'Roc Curve', 'Receiver Operating Characteristics', 'Sensitivity', 'Specificity', 'Cumulative Gain', 'Normalized Discounted Cumulative Gain', 'Ndcg', 'Top K Documents', 'Trec Ad Hoc Evaluations', 'Map Scores', 'Non-Binary Notions Of Relevance', 'Normalization Factor', 'Set-Based Measures', 'Ranked Retrieval Context', 'Trec 8', 'Web Search', 'Roc', 'Machine Learning Approaches', 'Ranking', 'Relevance']"
iir-4.5.csv,"['Dynamic Indexing', 'Document Collection', 'Collections', 'Collection', 'Documents', 'Document', 'Terms', 'Dictionary', 'Postings Lists', 'Postings List', 'Index', 'Indexes', 'Auxiliary Index', 'Memory', 'Invalidation Bit Vector', 'Merging Operation', 'Vocabulary', 'Posting', 'Postings', 'Time Complexity', 'Docids', 'Logarithmic Merging', 'In-Memory Auxiliary Index', 'Binomial Heap Data Structure', 'Inverted Indexes', 'Inverted Index', 'Index Maintenance', 'Query Processing', 'Search Engines', 'Query', 'Querying', 'Main Index', 'Disk Seek', 'Disk Seeks', 'One-File-Per-Postings-List Scheme', 'File System', 'File Systems', 'Auxiliary Index Scheme', 'Spelling Correction Algorithm', 'Ir System', 'Reconstruction-From-Scratch Strategy', 'Searches', 'Disk', 'Index Construction', 'Search System']"
iir-14.3.csv,"['K Nearest Neighbor', 'K Nearest Neighbors', 'Knn Classification', '1Nn', 'Knn', 'Document', 'Documents', 'Test Document', 'Training Documents', 'Training Document', 'Decision Boundaries', 'Decision Boundary', 'Voronoi Tessellation', 'Voronoi Cells', 'Convex Polygon', 'Convex Polygons', 'Convex Region', 'Knn Classification Algorithm', 'Training Set', 'Cosine Similarity', 'K Nearest Neighbor Classification', 'Contiguity Hypothesis', '2-Dimensional Space', 'Classification', 'Knn Algorithm', 'Rocchio', 'Class', 'Probability Estimates', 'Classification Problem']"
iir-15.2.csv,"['Soft Margin Classification', 'High Dimensional Problems', 'Text Classification', 'Training Set', 'Decision Margin', 'Slack Variables', 'Svm Optimization Problem', 'Optimization Problem', 'Margin', 'Soft-Margin Svms', 'Regularization', 'Geometric Margin', 'Dual Problem', 'Lagrange Multipliers', 'Support Vectors', 'Training Data', 'Svms', 'Svm', 'Complexity Of Training', 'Complexity Of Testing', 'Linear Svms', 'Linear Svm', 'Linear Svms', 'Linear Svm', 'Qp', 'Qps', 'Training Data Sets', 'Training Data Set', 'Training Algorithm', 'Naive Bayes Model', 'Nonlinear Svms', 'Training Complexity', 'Multiclass Svms', 'Two-Class Classifiers', 'Two-Class Classifier', 'Ova Classification', 'One-Versus-All Classification', 'One-Versus-One Classifiers', 'Structural Svms', 'Linear Classifier', 'Linear Classifiers', 'Higher Dimensional Space', 'Quadratic Function', 'Higher-Dimensional Feature Space', 'Kernel Trick', 'Dot Product', 'Dot Products', 'Kernel Function', 'Kernel Functions', 'Mercer Kernels', ""Mercer'S Condition"", 'Reproducing Kernel Hilbert Space', 'Hilbert Space', 'Vector Space', 'Polynomial Kernels', 'Polynomial Kernel', 'Radial Basis Functions', 'Radial Basis Function', 'Quadratic Kernel', 'Gaussian Distribution', 'Machine Learning', 'Topic Classification', 'Mi Feature Selection', 'Naive Bayes', 'Svm Model', 'Noise Documents', 'Classification', 'Svm Algorithms', 'One-Versus-Rest Classifiers', 'One-Versus-All Classifiers', 'Classifiers', 'Feature Vector', 'K Means', 'Linear Kernel', 'Text Classifier', 'Machine Learning Methods', 'Outliers', 'Training Errors', 'Term', 'Terms', 'Overfitting', 'Features', 'Quadratic Optimization', 'Higher-Order Features', 'Multiclass Classification', 'Multiclass Problems', 'Svm Linear Classifier', 'Gram Matrix', 'String Kernels', 'Feature Conjunctions', 'Cubic Kernel']"
iir-11.csv,"['Probabilistic Information Retrieval', 'Relevance Feedback', 'Relevant Documents', 'Relevant Document', 'Nonrelevant Documents', 'Classifier', 'Documents', 'Document', 'Ir', 'Probabilistic Approach', 'Retrieval Model', 'Term Weights', 'Information Needs', 'Information Need', 'Query Representations', 'Document Representations', 'Boolean Model Of Ir', 'Vector Model Of Ir', 'Index Terms', 'Query', 'Ir System', 'Probability Theory', 'Probability Ranking Principle', 'Binary Independence Model', 'Okapi Bm25 Weighting Scheme', 'Bayesian Network Models', 'Term', 'Non-Positional Index', 'Vector Space Models', 'Boolean Models', 'Probabilistic Retrieval Model', 'Probabilistic Language Modeling']"
iir-4.3.csv,"['Single-Pass In-Memory Indexing', 'Blocked Sort-Based Indexing', 'Scaling Properties', 'Data Structure', 'Data Structures', 'Spimi', 'Terms', 'Term', 'Termids', 'Termid', 'Dictionary', 'Collections', 'Collection', 'Spimi Algorithm', 'Documents', 'Document', 'Term-Docid Pairs', 'Tokens', 'Token', 'Spimi-Invert', 'Token Stream', 'Postings List', 'Postings Lists', 'Bsbi', 'Termid-Docid Pairs', 'Postings', 'Posting', 'Memory', 'Dynamically Constructed Index', 'Dictionary Terms', 'Time Complexity', 'Hash', 'Inverted Index', 'Disk', 'Block', 'Disk Space', 'Algorithm', 'Index Construction']"
iir-15.4.csv,"['Machine Learning Methods', 'Ad Hoc Information Retrieval', 'Term', 'Document', 'Documents', 'Weighting Functions', 'Cosine Score', 'Learning Problem', 'Relevant Documents', 'Nonrelevant Documents', 'Classification Approach', 'Two-Class Classifier', 'Machine-Learned Scoring', 'Machine Learning', 'Machine-Learned Relevance', 'Boolean Functions', 'Query Term', 'Query Terms', 'Linear Combination', 'Vector Space Cosine Similarity', 'Query', 'Queries', 'Bag Of Words', 'Training Examples', 'Features', 'Coefficients', 'Training Data', 'Thresholding', 'Linear Classifier', 'Query/Document Pair', 'Binary Relevant/Nonrelevant Judgment', 'Training Document Collection', 'Training Document Collections', 'Training Document Collection', 'Training Document Collections', 'Relevance Judgments', 'Svm', 'Ir', 'Classification Problems', 'Classification Problem', 'Regression Problems', 'Regression', 'Ordinal Regression', 'Ranking Svm', 'Training Query', 'Ir Evaluations', 'Linear Weighting Of Document Features', 'Ir Weighting', 'Idf', 'Machine Learning Approaches', 'Document Collection', 'Document Weighting Functions', 'Classifier', 'Text Classification', 'Proximity Weighting', 'Binary Relevance Judgments', 'Probability Of Relevance', 'Nonlinear Scaling', 'Relevance', 'Confidence', 'Relevance Decision', 'Boolean Indicators Of Relevance', 'Document Zones', 'Training Set', 'Error Minimization Problem', 'Pagerank-Style Measures', 'Decision Boundary', 'Ir Result Ranking', 'Document/Query Pair', 'Log-Weighting Of Term Frequency', 'Log-Weighting Of Idf']"
iir-5.3.csv,"['Postings File Compression', 'Reuters-Rcv1', 'Documents', 'Document', 'Tokens', 'Token', 'Postings', 'Posting', 'Docid', 'Docids', 'Postings List', 'Postings Lists', 'Document Identifiers', 'Collection', 'Bytes', 'Byte', 'Uncompressed Postings File', 'Mb', 'Postings File', 'Bits', 'Bit', 'Term', 'Terms', 'Variable Encoding Method', 'Bytewise Compression', 'Bitwise Compression', 'Continuation Bit', 'Vb Encoding', 'Vb-Encoded Postings List', 'Vb Compression', 'Compressed Index', 'Nibble', 'Nibbles', 'Ir Systems', 'Ir System', 'Bit-Level Codes', 'Bit-Level Code', 'Unary Code', 'Γ Encoding', 'Entropy', 'Universal Code', 'Prefix Free', 'Parameter Free', 'Dynamic Indexing', 'Inverted Index', 'Vocabulary', 'Compression Techniques', 'Term Incidence Matrix', 'Bit-Level Operations', 'Query Processing', 'Variable Byte Codes', 'Variable Byte Code', 'Disk Space', 'Index Compression', 'Cache', 'Memory', 'Gaps', 'Gap', 'Variable Byte Encoding', 'Decoding', 'Pseudocode', 'Uncompressed Index', 'Bit Manipulation', 'Compression Ratios', 'Compression Ratio', 'Bit-Level Encodings', 'Γ Codes', 'Γ Code', 'Vb Code', 'Vb Codes', 'Optimal Encoding Length', 'Parameter-Free Code', 'Term Distribution Model', 'Collection Frequency', 'Compressed Inverted Index', 'Zipf Model', 'Case Folding', 'Encoded Gap', '32-Bit Words', '16-Bit Words', '4-Bit Words', 'Encodings', 'Variable-Length Encoding', 'Offset', 'Length', 'Index', 'Indexes', ""Zipf'S Law"", 'Harmonic Number', 'Γ Compression', 'Term Frequencies', 'Gb', 'Shifts', 'Masks', 'Query', 'Space Efficiency']"
iir-11.1.csv,"['Probability Theory', 'Random Variable', 'Joint Probability', 'Conditional Probability', 'Conditional Probabilities', 'Conditional Probability', 'Conditional Probabilities', 'Partition Rule', 'Chain Rule', ""Bayes' Rule"", 'Prior Probability', 'Posterior Probability', 'Likelihood', 'Odds', 'Probability', 'Subset']"
iir-8.6.csv,"['System Quality', 'User Utility', 'Search Engine', 'Search Engines', 'Index', 'Query', 'Queries', 'Document Collection', 'Documents', 'Collection', 'Ir System', 'A/B Test', 'A/B Testing', 'A/B Tests', 'Ranking Algorithm', 'Clickstream Mining', 'Multiple Linear Regression', 'Information Retrieval System', 'Web Search Engine', 'Web Search Engines', 'Intranet Search Engine', 'Information Security', 'Clickthrough Log Analysis', 'Implicit Feedback', 'Multivariate Statistical Analysis', 'Information Need', 'Relevance']"
iir-16.5.csv,"['Model-Based Clustering', 'K-Means', 'Em Algorithm', 'Centroids', 'Centroid', 'Noise', 'Rss', 'Maximum Likelihood Criterion', 'Language Modeling', 'Text Classification', 'Document-Cluster Pair', 'Soft Clustering', 'Hierarchical Algorithms', 'Expectation Maximization Algorithm', 'Em Clustering', 'Multivariate Bernoulli Distributions', 'Terms', 'Term', 'Document', 'Documents', 'Multivariate Bernoulli', 'Em', 'Expectation Step', 'Maximization Step', 'Classification', 'Bernoulli Naive Bayes Classification', 'Hard K-Means Clustering', 'Clusters', 'Clustering', 'Clusterings', 'Cluster', 'Clustering Model', 'Bernoulli', 'Document Clustering', 'Algorithm', 'Soft Assignment', 'Local Optima', 'Maximum Likelihood', 'Log-Likelihood', 'Objective Function', 'Hard Clustering', 'Gaussian With Non-Spherical Variance', 'Expectation-Maximization Algorithm', 'Probabilistic Modeling', 'Maximum Likelihood Estimates', 'Normalization', 'Probability Distribution']"
iir-2.2.csv,"['Vocabulary', 'Terms', 'Term', 'Tokenization', 'Tokens', 'Tokenizer', 'Token', 'Type', 'Ir Systems', 'Ir System', 'Document', 'Documents', 'Normalization Processes', 'Query', 'Queries', 'Language Identification', 'Database', 'Hyphenation', 'Hyphen', 'Hyphens', 'Document Metadata', 'Phrase Queries', 'Phrase Query', 'Boolean Retrieval Systems', 'Retrieval Systems', 'Compounds', 'Compound-Splitter', 'Word Segmentation', 'Hidden Markov Models', 'Conditional Random Fields', 'Segmentations', 'Word-Based Indexing', 'Stop Words', 'Collection Frequency', 'Stop List', 'Stop Lists', 'Document Rankings', 'Postings Lists', 'Postings List', 'Normalization', 'Normalizations', 'Token Normalization', 'Equivalence Classes', 'Equivalence Class', 'Equivalence Classing', 'Query Expansion', 'Case-Folding', 'Truecasing', 'Document Collections', 'Document Collection', 'Language Identification Classifier', 'Stemming', 'Lemmatization', 'Lemmatizer', 'Lemma', 'Porterâ\x80\x99S Algorithm', 'Lovins Stemmer', 'Recall', 'Precision', 'Type/Token Distinction', 'Token Distinction', 'Ir', 'Dictionary', 'Index', 'Indexing', 'Semantic Identifiers', 'Tokenization Phase', 'Boolean', 'Boolean Query', 'Boolean Queries', 'Free Text Queries', 'Linguistic Processing', 'Character K-Grams', 'Postings', 'Phrase Search', 'Phrase Searches', 'Unnormalized Tokens', 'Soundex Algorithm', 'One-Pass Lovins Stemmer', 'Paice/Husk Stemmer', 'Natural Language Processing', 'Morphological Analysis', 'Features', 'Document Unit', 'Index Terms', 'Classifiers', 'Classification Problem', 'Search', 'Phrase Index', 'Indexing Retrieval Systems', 'Compound-Splitter Module', 'Machine Learning Sequence Models', 'Machine Learning Sequence Model', 'Keyword Searches', 'Web Search Engines', 'Web Search Engine', 'Compression Techniques', 'Impact-Sorted Indexes', 'Token List', 'Query Expansion List', 'Query Term', 'Query Expansion Dictionary', 'Non-Ascii Text', 'Retrieval', 'Phonetic Equivalents', 'Stemmers', 'Stemmer', 'Linguistic Morphology']"
iir-3.2.csv,"['Wildcard Queries', 'Wildcard Query', 'Documents', 'Document', 'Term', 'Terms', 'Stemming', 'Search Engine', 'Search Engines', 'Trailing Wildcard Query', 'Trailing Wildcard Queries', 'Search Tree', 'Dictionary', 'Reverse B-Tree', 'Leading Wildcard Queries', 'Leading Wildcard Query', 'B-Tree', 'B-Trees', 'Vocabulary', 'Inverted Index', 'Boolean Query', 'Vocabulary Terms', 'Permuterm Indexes', 'Permuterm Index', 'Permuterm Vocabulary', 'Index', 'Rotated Wildcard Query', 'Document Retrieval', 'K-Gram Indexes', 'K-Gram Index', 'Postings List', 'K-Gram', 'K-Grams', 'Post-Filtering', 'Boolean Operators', 'Search Interface', 'Query', 'Queries', 'Search String', 'Tree', 'Superset', 'Permuterm B-Tree', 'Retrieval', 'Single-Term Queries', 'Query Term', 'Root-To-Leaf Path', 'Path', 'Dictionary Terms', '3-Grams', 'String-Matching Operation', 'Boolean Combinations']"
iir-8.2.csv,"['Test Collections', 'Test Collection', 'Ad Hoc Information Retrieval System Evaluation', 'Text Classification', 'Cranfield', 'Cranfield Collection', 'Information Retrieval Effectiveness', 'Text Retrieval Conference', 'Trec Ad Hoc Track', 'Trec Evaluations', 'Trec Evaluation', 'Information Needs', 'Information Need', 'Test Document Collections', 'Documents', 'Document Collections', 'Document Collection', 'Gov2 Web Page Collection', 'Web Collection', 'Gov2', 'Nii Test Collections For Ir Systems', 'Cross-Language Information Retrieval', 'Cross Language Evaluation Forum', 'Clef', 'Reuters-21578', 'Reuters-Rcv1', '20 Newsgroups', 'Text Classification Collection', 'Queries', '(Query, Document) Pairs', 'Ir Test Bed Evaluation', 'Topics', 'Trecs', 'Trec', 'Ntcir', 'Trec Collections', 'Nist Test Document Collections', 'Reuters']"
iir-1.csv,"['Information Retrieval', 'Documents', 'Document', 'Collections', 'Collection', 'Database-Style Searching', 'Unstructured Data', 'Structured Data', 'Relational Database', 'Latent Linguistic Structure', 'Clustering', 'Web Search', 'Indexing', 'Personal Information Retrieval', 'Text Classification', 'Term-Document Matrix', 'Boolean Retrieval Model', 'Boolean Queries', 'Classification', 'Information Retrieval Systems', 'Centralized File Systems', 'Inverted Index', 'Search', 'Retrieved Documents', 'Rankings', 'Terms', 'Personal Search', 'Semistructured Search']"
iir-16.2.csv,"['Hard Flat Clustering', 'Objective Function', 'K-Means Clustering', 'Documents', 'Document', 'Centroids', 'Similarity Measures', 'Distance Metrics', 'Topic Similarity', 'Vector Space Model', 'Cosine Similarity', 'Euclidean Distance', 'Vector Space', 'Stop Words', 'Hard Clustering', 'Partitional Clustering', 'Partitional Hierarchical Clustering', 'Soft Clustering', 'Exhaustive Clusterings', 'Non-Exhaustive Clusterings', 'Cardinality Of A Clustering', 'K-Means', 'Clusters', 'Cluster', 'Clustering', 'Set Of Documents', 'Cardinality', 'Distance Between Documents', 'Heuristic Method']"
iir-16.csv,"['Flat Clustering', 'Cluster', 'Clusters', 'Clustering', 'Clustering Algorithms', 'Clustering Algorithm', 'Documents', 'Document', 'Unsupervised Learning', 'Cluster Membership', 'Classification', 'Supervised Learning', 'Distance Measure', 'Document Clustering', 'Euclidean Distance', 'Hierarchical Clustering', 'Hard Clustering', 'Soft Clustering Algorithms', 'Latent Semantic Indexing', 'Dimensionality Reduction', 'Information Retrieval', 'K-Means', 'Hard Clustering Algorithm', 'Expectation-Maximization Algorithm', 'Em Algorithm', 'Classes', 'Hard Assignment', 'Subsets', 'Supervision', '2D Plane', 'Soft Clustering']"
